Date,Campaign_Name,Product_Category,Ad_Spend
2024-06-08,Grocery_20240608,Grocery,22.11
2024-06-08,Home_Kitchen_20240608,Home & Kitchen,126.45
2024-06-08,Sports_20240608,Sports,110.69
2024-06-08,Toys_20240608,Toys,72.57
2024-06-09,Beauty_20240609,Beauty,0.0
2024-06-09,Books_20240609,Books,3.93
2024-06-09,Electronics_20240609,Electronics,134.09
2024-06-09,Fashion_20240609,Fashion,26.54
2024-06-09,Grocery_20240609,Grocery,6.42
2024-06-09,Home_Kitchen_20240609,Home & Kitchen,157.58
2024-06-09,Sports_20240609,Sports,141.49
2024-06-09,Toys_20240609,Toys,0.0
2024-06-10,Beauty_20240610,Beauty,35.07
2024-06-10,Books_20240610,Books,0.0
2024-06-10,Electronics_20240610,Electronics,21.95
2024-06-10,Fashion_20240610,Fashion,349.04
2024-06-10,Grocery_20240610,Grocery,6.25
2024-06-10,Home_Kitchen_20240610,Home & Kitchen,0.0
2024-06-10,Sports_20240610,Sports,52.22
2024-06-10,Toys_20240610,Toys,42.67
2024-06-11,Beauty_20240611,Beauty,53.86
2024-06-11,Books_20240611,Books,0.0
2024-06-11,Electronics_20240611,Electronics,169.18
2024-06-11,Fashion_20240611,Fashion,0.0
2024-06-11,Grocery_20240611,Grocery,28.21
2024-06-11,Home_Kitchen_20240611,Home & Kitchen,0.0
2024-06-11,Sports_20240611,Sports,59.59
2024-06-11,Toys_20240611,Toys,8.65
2024-06-12,Beauty_20240612,Beauty,34.35
2024-06-12,Books_20240612,Books,12.61
2024-06-12,Electronics_20240612,Electronics,84.54
2024-06-12,Fashion_20240612,Fashion,126.22
2024-06-12,Grocery_20240612,Grocery,19.74
2024-06-12,Home_Kitchen_20240612,Home & Kitchen,175.13
2024-06-12,Sports_20240612,Sports,239.71
2024-06-12,Toys_20240612,Toys,85.7
2024-06-13,Beauty_20240613,Beauty,3.2
2024-06-13,Books_20240613,Books,23.11
2024-06-13,Electronics_20240613,Electronics,13.69
2024-06-13,Fashion_20240613,Fashion,0.0
2024-06-13,Grocery_20240613,Grocery,6.86
2024-06-13,Home_Kitchen_20240613,Home & Kitchen,122.88
2024-06-13,Sports_20240613,Sports,84.01
2024-06-13,Toys_20240613,Toys,31.55
2024-06-14,Beauty_20240614,Beauty,2.8
2024-06-14,Books_20240614,Books,0.0
2024-06-14,Electronics_20240614,Electronics,135.2
2024-06-14,Fashion_20240614,Fashion,93.17
2024-06-14,Grocery_20240614,Grocery,9.87
2024-06-14,Home_Kitchen_20240614,Home & Kitchen,20.1
2024-06-14,Sports_20240614,Sports,8.59
2024-06-14,Toys_20240614,Toys,45.95
2024-06-15,Beauty_20240615,Beauty,0.0
2024-06-15,Books_20240615,Books,0.0
2024-06-15,Electronics_20240615,Electronics,63.92
2024-06-15,Fashion_20240615,Fashion,0.0
2024-06-15,Grocery_20240615,Grocery,11.67
2024-06-15,Home_Kitchen_20240615,Home & Kitchen,109.33
2024-06-15,Sports_20240615,Sports,3.02
2024-06-15,Toys_20240615,Toys,65.26
2024-06-16,Beauty_20240616,Beauty,9.67
2024-06-16,Books_20240616,Books,87.86
2024-06-16,Electronics_20240616,Electronics,162.89
2024-06-16,Fashion_20240616,Fashion,0.0
2024-06-16,Grocery_20240616,Grocery,0.0
2024-06-16,Home_Kitchen_20240616,Home & Kitchen,206.86
2024-06-16,Sports_20240616,Sports,61.15
2024-06-16,Toys_20240616,Toys,75.34
2024-06-17,Beauty_20240617,Beauty,0.0
2024-06-17,Books_20240617,Books,0.0
2024-06-17,Electronics_20240617,Electronics,65.44
2024-06-17,Fashion_20240617,Fashion,9.93
2024-06-17,Grocery_20240617,Grocery,10.96
2024-06-17,Home_Kitchen_20240617,Home & Kitchen,210.21
2024-06-17,Sports_20240617,Sports,3.89
2024-06-17,Toys_20240617,Toys,43.37
2024-06-18,Beauty_20240618,Beauty,4.49
2024-06-18,Books_20240618,Books,20.49
2024-06-18,Electronics_20240618,Electronics,69.88
2024-06-18,Fashion_20240618,Fashion,0.0
2024-06-18,Grocery_20240618,Grocery,0.0
2024-06-18,Home_Kitchen_20240618,Home & Kitchen,0.0
2024-06-18,Sports_20240618,Sports,51.06
2024-06-18,Toys_20240618,Toys,0.0
2024-06-19,Beauty_20240619,Beauty,25.85
2024-06-19,Books_20240619,Books,66.14
2024-06-19,Electronics_20240619,Electronics,32.54
2024-06-19,Fashion_20240619,Fashion,0.0
2024-06-19,Grocery_20240619,Grocery,16.95
2024-06-19,Home_Kitchen_20240619,Home & Kitchen,46.46
2024-06-19,Sports_20240619,Sports,74.19
2024-06-19,Toys_20240619,Toys,110.96
2024-06-20,Beauty_20240620,Beauty,97.07
2024-06-20,Books_20240620,Books,0.0
2024-06-20,Electronics_20240620,Electronics,0.0
2024-06-20,Fashion_20240620,Fashion,116.71
2024-06-20,Grocery_20240620,Grocery,0.0
2024-06-20,Home_Kitchen_20240620,Home & Kitchen,25.73
2024-06-20,Sports_20240620,Sports,145.98
2024-06-20,Toys_20240620,Toys,27.38
2024-06-21,Beauty_20240621,Beauty,45.09
2024-06-21,Books_20240621,Books,29.18
2024-06-21,Electronics_20240621,Electronics,39.4
2024-06-21,Fashion_20240621,Fashion,53.69
2024-06-21,Grocery_20240621,Grocery,0.0
2024-06-21,Home_Kitchen_20240621,Home & Kitchen,0.0
2024-06-21,Sports_20240621,Sports,174.34
2024-06-21,Toys_20240621,Toys,0.0
2024-06-22,Beauty_20240622,Beauty,0.0
2024-06-22,Books_20240622,Books,66.86
2024-06-22,Electronics_20240622,Electronics,0.0
2024-06-22,Fashion_20240622,Fashion,35.93
2024-06-22,Grocery_20240622,Grocery,10.23
2024-06-22,Home_Kitchen_20240622,Home & Kitchen,351.17
2024-06-22,Sports_20240622,Sports,0.0
2024-06-22,Toys_20240622,Toys,57.67
2024-06-23,Beauty_20240623,Beauty,0.0
2024-06-23,Books_20240623,Books,4.86
2024-06-23,Electronics_20240623,Electronics,160.46
2024-06-23,Fashion_20240623,Fashion,43.2
2024-06-23,Grocery_20240623,Grocery,0.0
2024-06-23,Home_Kitchen_20240623,Home & Kitchen,25.34
2024-06-23,Sports_20240623,Sports,0.0
2024-06-23,Toys_20240623,Toys,0.0
2024-06-24,Beauty_20240624,Beauty,39.57
2024-06-24,Books_20240624,Books,76.89
2024-06-24,Electronics_20240624,Electronics,162.26
2024-06-24,Fashion_20240624,Fashion,36.4
2024-06-24,Grocery_20240624,Grocery,13.07
2024-06-24,Home_Kitchen_20240624,Home & Kitchen,186.69
2024-06-24,Sports_20240624,Sports,0.0
2024-06-24,Toys_20240624,Toys,0.0
2024-06-25,Beauty_20240625,Beauty,32.64
2024-06-25,Books_20240625,Books,0.0
2024-06-25,Electronics_20240625,Electronics,48.72
2024-06-25,Fashion_20240625,Fashion,227.21
2024-06-25,Grocery_20240625,Grocery,0.0
2024-06-25,Home_Kitchen_20240625,Home & Kitchen,94.09
2024-06-25,Sports_20240625,Sports,27.31
2024-06-25,Toys_20240625,Toys,0.0
2024-06-26,Beauty_20240626,Beauty,0.0
2024-06-26,Books_20240626,Books,0.0
2024-06-26,Electronics_20240626,Electronics,160.64
2024-06-26,Fashion_20240626,Fashion,70.22
2024-06-26,Grocery_20240626,Grocery,0.0
2024-06-26,Home_Kitchen_20240626,Home & Kitchen,322.52
2024-06-26,Sports_20240626,Sports,36.58
2024-06-26,Toys_20240626,Toys,29.39
2024-06-27,Beauty_20240627,Beauty,86.41
2024-06-27,Books_20240627,Books,0.0
2024-06-27,Electronics_20240627,Electronics,255.13
2024-06-27,Fashion_20240627,Fashion,28.87
2024-06-27,Grocery_20240627,Grocery,20.37
2024-06-27,Home_Kitchen_20240627,Home & Kitchen,162.2
2024-06-27,Sports_20240627,Sports,0.0
2024-06-27,Toys_20240627,Toys,0.0
2024-06-28,Beauty_20240628,Beauty,34.15
2024-06-28,Books_20240628,Books,0.0
2024-06-28,Electronics_20240628,Electronics,182.53
2024-06-28,Fashion_20240628,Fashion,58.6
2024-06-28,Grocery_20240628,Grocery,18.3
2024-06-28,Home_Kitchen_20240628,Home & Kitchen,37.94
2024-06-28,Sports_20240628,Sports,0.0
2024-06-28,Toys_20240628,Toys,7.79
2024-06-29,Beauty_20240629,Beauty,42.62
2024-06-29,Books_20240629,Books,16.99
2024-06-29,Electronics_20240629,Electronics,58.25
2024-06-29,Fashion_20240629,Fashion,27.96
2024-06-29,Grocery_20240629,Grocery,3.57
2024-06-29,Home_Kitchen_20240629,Home & Kitchen,89.19
2024-06-29,Sports_20240629,Sports,92.25
2024-06-29,Toys_20240629,Toys,145.4
2024-06-30,Beauty_20240630,Beauty,0.0
2024-06-30,Books_20240630,Books,0.0
2024-06-30,Electronics_20240630,Electronics,0.0
2024-06-30,Fashion_20240630,Fashion,32.46
2024-06-30,Grocery_20240630,Grocery,46.89
2024-06-30,Home_Kitchen_20240630,Home & Kitchen,31.79
2024-06-30,Sports_20240630,Sports,68.43
2024-06-30,Toys_20240630,Toys,16.85
2024-07-01,Beauty_20240701,Beauty,0.0
2024-07-01,Books_20240701,Books,6.16
2024-07-01,Electronics_20240701,Electronics,41.52
2024-07-01,Fashion_20240701,Fashion,119.76
2024-07-01,Grocery_20240701,Grocery,13.38
2024-07-01,Home_Kitchen_20240701,Home & Kitchen,77.66
2024-07-01,Sports_20240701,Sports,0.0
2024-07-01,Toys_20240701,Toys,261.41
2024-07-02,Beauty_20240702,Beauty,31.77
2024-07-02,Books_20240702,Books,0.0
2024-07-02,Electronics_20240702,Electronics,101.96
2024-07-02,Fashion_20240702,Fashion,64.01
2024-07-02,Grocery_20240702,Grocery,13.86
2024-07-02,Home_Kitchen_20240702,Home & Kitchen,300.66
2024-07-02,Sports_20240702,Sports,24.16
2024-07-02,Toys_20240702,Toys,53.65
2024-07-03,Beauty_20240703,Beauty,48.16
2024-07-03,Books_20240703,Books,67.83
2024-07-03,Electronics_20240703,Electronics,0.0
2024-07-03,Fashion_20240703,Fashion,0.0
2024-07-03,Grocery_20240703,Grocery,13.62
2024-07-03,Home_Kitchen_20240703,Home & Kitchen,0.0
2024-07-03,Sports_20240703,Sports,0.0
2024-07-03,Toys_20240703,Toys,0.0
2024-07-04,Beauty_20240704,Beauty,5.73
2024-07-04,Books_20240704,Books,11.03
2024-07-04,Electronics_20240704,Electronics,309.64
2024-07-04,Fashion_20240704,Fashion,39.17
2024-07-04,Grocery_20240704,Grocery,0.0
2024-07-04,Home_Kitchen_20240704,Home & Kitchen,0.0
2024-07-04,Sports_20240704,Sports,0.0
2024-07-04,Toys_20240704,Toys,0.0
2024-07-05,Beauty_20240705,Beauty,9.11
2024-07-05,Books_20240705,Books,36.77
2024-07-05,Electronics_20240705,Electronics,0.0
2024-07-05,Fashion_20240705,Fashion,26.18
2024-07-05,Grocery_20240705,Grocery,9.06
2024-07-05,Home_Kitchen_20240705,Home & Kitchen,54.53
2024-07-05,Sports_20240705,Sports,26.12
2024-07-05,Toys_20240705,Toys,21.44
2024-07-06,Beauty_20240706,Beauty,30.51
2024-07-06,Books_20240706,Books,54.04
2024-07-06,Electronics_20240706,Electronics,0.0
2024-07-06,Fashion_20240706,Fashion,0.0
2024-07-06,Grocery_20240706,Grocery,10.02
2024-07-06,Home_Kitchen_20240706,Home & Kitchen,56.03
2024-07-06,Sports_20240706,Sports,0.0
2024-07-06,Toys_20240706,Toys,22.15
2024-07-07,Beauty_20240707,Beauty,62.27
2024-07-07,Books_20240707,Books,36.05
2024-07-07,Electronics_20240707,Electronics,0.0
2024-07-07,Fashion_20240707,Fashion,35.78
2024-07-07,Grocery_20240707,Grocery,26.88
2024-07-07,Home_Kitchen_20240707,Home & Kitchen,10.95
2024-07-07,Sports_20240707,Sports,0.0
2024-07-07,Toys_20240707,Toys,12.06
2024-07-08,Beauty_20240708,Beauty,53.52
2024-07-08,Books_20240708,Books,9.81
2024-07-08,Electronics_20240708,Electronics,194.66
2024-07-08,Fashion_20240708,Fashion,6.59
2024-07-08,Grocery_20240708,Grocery,12.22
2024-07-08,Home_Kitchen_20240708,Home & Kitchen,373.83
2024-07-08,Sports_20240708,Sports,0.0
2024-07-08,Toys_20240708,Toys,52.83
2024-07-09,Beauty_20240709,Beauty,0.0
2024-07-09,Books_20240709,Books,23.24
2024-07-09,Electronics_20240709,Electronics,198.45
2024-07-09,Fashion_20240709,Fashion,0.0
2024-07-09,Grocery_20240709,Grocery,17.92
2024-07-09,Home_Kitchen_20240709,Home & Kitchen,120.81
2024-07-09,Sports_20240709,Sports,26.55
2024-07-09,Toys_20240709,Toys,39.67
2024-07-10,Beauty_20240710,Beauty,5.72
2024-07-10,Books_20240710,Books,5.86
2024-07-10,Electronics_20240710,Electronics,145.61
2024-07-10,Fashion_20240710,Fashion,0.0
2024-07-10,Grocery_20240710,Grocery,0.0
2024-07-10,Home_Kitchen_20240710,Home & Kitchen,215.16
2024-07-10,Sports_20240710,Sports,29.57
2024-07-10,Toys_20240710,Toys,0.0
2024-07-11,Beauty_20240711,Beauty,16.65
2024-07-11,Books_20240711,Books,0.0
2024-07-11,Electronics_20240711,Electronics,0.0
2024-07-11,Fashion_20240711,Fashion,225.15
2024-07-11,Grocery_20240711,Grocery,36.77
2024-07-11,Home_Kitchen_20240711,Home & Kitchen,139.24
2024-07-11,Sports_20240711,Sports,0.0
2024-07-11,Toys_20240711,Toys,85.01
2024-07-12,Beauty_20240712,Beauty,38.66
2024-07-12,Books_20240712,Books,17.95
2024-07-12,Electronics_20240712,Electronics,0.0
2024-07-12,Fashion_20240712,Fashion,32.3
2024-07-12,Grocery_20240712,Grocery,0.0
2024-07-12,Home_Kitchen_20240712,Home & Kitchen,33.2
2024-07-12,Sports_20240712,Sports,18.22
2024-07-12,Toys_20240712,Toys,85.9
2024-07-13,Beauty_20240713,Beauty,2.59
2024-07-13,Books_20240713,Books,0.0
2024-07-13,Electronics_20240713,Electronics,642.14
2024-07-13,Fashion_20240713,Fashion,0.0
2024-07-13,Grocery_20240713,Grocery,41.03
2024-07-13,Home_Kitchen_20240713,Home & Kitchen,51.51
2024-07-13,Sports_20240713,Sports,64.81
2024-07-13,Toys_20240713,Toys,253.42
2024-07-14,Beauty_20240714,Beauty,93.03
2024-07-14,Books_20240714,Books,20.76
2024-07-14,Electronics_20240714,Electronics,27.39
2024-07-14,Fashion_20240714,Fashion,0.0
2024-07-14,Grocery_20240714,Grocery,18.93
2024-07-14,Home_Kitchen_20240714,Home & Kitchen,100.91
2024-07-14,Sports_20240714,Sports,118.96
2024-07-14,Toys_20240714,Toys,0.0
2024-07-15,Beauty_20240715,Beauty,15.17
2024-07-15,Books_20240715,Books,71.54
2024-07-15,Electronics_20240715,Electronics,0.0
2024-07-15,Fashion_20240715,Fashion,0.0
2024-07-15,Grocery_20240715,Grocery,7.02
2024-07-15,Home_Kitchen_20240715,Home & Kitchen,38.18
2024-07-15,Sports_20240715,Sports,33.23
2024-07-15,Toys_20240715,Toys,58.73
2024-07-16,Beauty_20240716,Beauty,9.24
2024-07-16,Books_20240716,Books,34.79
2024-07-16,Electronics_20240716,Electronics,277.05
2024-07-16,Fashion_20240716,Fashion,62.09
2024-07-16,Grocery_20240716,Grocery,2.98
2024-07-16,Home_Kitchen_20240716,Home & Kitchen,209.12
2024-07-16,Sports_20240716,Sports,0.0
2024-07-16,Toys_20240716,Toys,0.0
2024-07-17,Beauty_20240717,Beauty,11.87
2024-07-17,Books_20240717,Books,11.87
2024-07-17,Electronics_20240717,Electronics,32.52
2024-07-17,Fashion_20240717,Fashion,23.12
2024-07-17,Grocery_20240717,Grocery,6.61
2024-07-17,Home_Kitchen_20240717,Home & Kitchen,162.05
2024-07-17,Sports_20240717,Sports,0.0
2024-07-17,Toys_20240717,Toys,72.31
2024-07-18,Beauty_20240718,Beauty,0.0
2024-07-18,Books_20240718,Books,44.21
2024-07-18,Electronics_20240718,Electronics,232.0
2024-07-18,Fashion_20240718,Fashion,89.66
2024-07-18,Grocery_20240718,Grocery,13.48
2024-07-18,Home_Kitchen_20240718,Home & Kitchen,58.14
2024-07-18,Sports_20240718,Sports,12.28
2024-07-18,Toys_20240718,Toys,0.0
2024-07-19,Beauty_20240719,Beauty,68.7
2024-07-19,Books_20240719,Books,8.24
2024-07-19,Electronics_20240719,Electronics,0.0
2024-07-19,Fashion_20240719,Fashion,81.59
2024-07-19,Grocery_20240719,Grocery,0.0
2024-07-19,Home_Kitchen_20240719,Home & Kitchen,58.46
2024-07-19,Sports_20240719,Sports,31.15
2024-07-19,Toys_20240719,Toys,10.85
2024-07-20,Beauty_20240720,Beauty,13.36
2024-07-20,Books_20240720,Books,21.17
2024-07-20,Electronics_20240720,Electronics,36.17
2024-07-20,Fashion_20240720,Fashion,9.06
2024-07-20,Grocery_20240720,Grocery,0.0
2024-07-20,Home_Kitchen_20240720,Home & Kitchen,86.4
2024-07-20,Sports_20240720,Sports,209.97
2024-07-20,Toys_20240720,Toys,0.0
2024-07-21,Beauty_20240721,Beauty,47.88
2024-07-21,Books_20240721,Books,0.0
2024-07-21,Electronics_20240721,Electronics,37.65
2024-07-21,Fashion_20240721,Fashion,0.0
2024-07-21,Grocery_20240721,Grocery,19.13
2024-07-21,Home_Kitchen_20240721,Home & Kitchen,226.89
2024-07-21,Sports_20240721,Sports,35.25
2024-07-21,Toys_20240721,Toys,117.53
2024-07-22,Beauty_20240722,Beauty,0.0
2024-07-22,Books_20240722,Books,32.2
2024-07-22,Electronics_20240722,Electronics,0.0
2024-07-22,Fashion_20240722,Fashion,0.0
2024-07-22,Grocery_20240722,Grocery,42.77
2024-07-22,Home_Kitchen_20240722,Home & Kitchen,55.48
2024-07-22,Sports_20240722,Sports,18.68
2024-07-22,Toys_20240722,Toys,0.0
2024-07-23,Beauty_20240723,Beauty,1.41
2024-07-23,Books_20240723,Books,22.41
2024-07-23,Electronics_20240723,Electronics,39.9
2024-07-23,Fashion_20240723,Fashion,98.47
2024-07-23,Grocery_20240723,Grocery,28.34
2024-07-23,Home_Kitchen_20240723,Home & Kitchen,168.13
2024-07-23,Sports_20240723,Sports,0.0
2024-07-23,Toys_20240723,Toys,0.0
2024-07-24,Beauty_20240724,Beauty,56.3
2024-07-24,Books_20240724,Books,0.0
2024-07-24,Electronics_20240724,Electronics,0.0
2024-07-24,Fashion_20240724,Fashion,37.21
2024-07-24,Grocery_20240724,Grocery,0.0
2024-07-24,Home_Kitchen_20240724,Home & Kitchen,0.0
2024-07-24,Sports_20240724,Sports,578.33
2024-07-24,Toys_20240724,Toys,41.77
2024-07-25,Beauty_20240725,Beauty,104.83
2024-07-25,Books_20240725,Books,25.21
2024-07-25,Electronics_20240725,Electronics,285.11
2024-07-25,Fashion_20240725,Fashion,0.0
2024-07-25,Grocery_20240725,Grocery,66.66
2024-07-25,Home_Kitchen_20240725,Home & Kitchen,0.0
2024-07-25,Sports_20240725,Sports,77.65
2024-07-25,Toys_20240725,Toys,7.53
2024-07-26,Beauty_20240726,Beauty,4.82
2024-07-26,Books_20240726,Books,14.44
2024-07-26,Electronics_20240726,Electronics,555.39
2024-07-26,Fashion_20240726,Fashion,142.32
2024-07-26,Grocery_20240726,Grocery,17.75
2024-07-26,Home_Kitchen_20240726,Home & Kitchen,246.57
2024-07-26,Sports_20240726,Sports,0.0
2024-07-26,Toys_20240726,Toys,47.18
2024-07-27,Beauty_20240727,Beauty,0.0
2024-07-27,Books_20240727,Books,32.01
2024-07-27,Electronics_20240727,Electronics,0.0
2024-07-27,Fashion_20240727,Fashion,35.73
2024-07-27,Grocery_20240727,Grocery,0.0
2024-07-27,Home_Kitchen_20240727,Home & Kitchen,111.92
2024-07-27,Sports_20240727,Sports,0.0
2024-07-27,Toys_20240727,Toys,0.0
2024-07-28,Beauty_20240728,Beauty,69.5
2024-07-28,Books_20240728,Books,9.02
2024-07-28,Electronics_20240728,Electronics,89.9
2024-07-28,Fashion_20240728,Fashion,15.56
2024-07-28,Grocery_20240728,Grocery,0.0
2024-07-28,Home_Kitchen_20240728,Home & Kitchen,28.34
2024-07-28,Sports_20240728,Sports,22.47
2024-07-28,Toys_20240728,Toys,22.89
2024-07-29,Beauty_20240729,Beauty,51.35
2024-07-29,Books_20240729,Books,35.36
2024-07-29,Electronics_20240729,Electronics,138.54
2024-07-29,Fashion_20240729,Fashion,65.3
2024-07-29,Grocery_20240729,Grocery,0.0
2024-07-29,Home_Kitchen_20240729,Home & Kitchen,126.89
2024-07-29,Sports_20240729,Sports,62.16
2024-07-29,Toys_20240729,Toys,79.3
2024-07-30,Beauty_20240730,Beauty,12.55
2024-07-30,Books_20240730,Books,2.39
2024-07-30,Electronics_20240730,Electronics,242.83
2024-07-30,Fashion_20240730,Fashion,60.8
2024-07-30,Grocery_20240730,Grocery,4.99
2024-07-30,Home_Kitchen_20240730,Home & Kitchen,7.6
2024-07-30,Sports_20240730,Sports,32.08
2024-07-30,Toys_20240730,Toys,0.0
2024-07-31,Beauty_20240731,Beauty,12.53
2024-07-31,Books_20240731,Books,20.88
2024-07-31,Electronics_20240731,Electronics,7.87
2024-07-31,Fashion_20240731,Fashion,41.86
2024-07-31,Grocery_20240731,Grocery,31.72
2024-07-31,Home_Kitchen_20240731,Home & Kitchen,71.4
2024-07-31,Sports_20240731,Sports,14.98
2024-07-31,Toys_20240731,Toys,41.41
2024-08-01,Beauty_20240801,Beauty,31.18
2024-08-01,Books_20240801,Books,44.54
2024-08-01,Electronics_20240801,Electronics,89.44
2024-08-01,Fashion_20240801,Fashion,69.48
2024-08-01,Grocery_20240801,Grocery,14.91
2024-08-01,Home_Kitchen_20240801,Home & Kitchen,114.47
2024-08-01,Sports_20240801,Sports,182.68
2024-08-01,Toys_20240801,Toys,0.0
2024-08-02,Beauty_20240802,Beauty,0.0
2024-08-02,Books_20240802,Books,9.31
2024-08-02,Electronics_20240802,Electronics,58.91
2024-08-02,Fashion_20240802,Fashion,78.83
2024-08-02,Grocery_20240802,Grocery,39.54
2024-08-02,Home_Kitchen_20240802,Home & Kitchen,190.83
2024-08-02,Sports_20240802,Sports,0.0
2024-08-02,Toys_20240802,Toys,67.57
2024-08-03,Beauty_20240803,Beauty,0.0
2024-08-03,Books_20240803,Books,27.41
2024-08-03,Electronics_20240803,Electronics,0.0
2024-08-03,Fashion_20240803,Fashion,181.7
2024-08-03,Grocery_20240803,Grocery,27.04
2024-08-03,Home_Kitchen_20240803,Home & Kitchen,0.0
2024-08-03,Sports_20240803,Sports,0.0
2024-08-03,Toys_20240803,Toys,82.28
2024-08-04,Beauty_20240804,Beauty,86.45
2024-08-04,Books_20240804,Books,42.68
2024-08-04,Electronics_20240804,Electronics,66.62
2024-08-04,Fashion_20240804,Fashion,73.3
2024-08-04,Grocery_20240804,Grocery,0.0
2024-08-04,Home_Kitchen_20240804,Home & Kitchen,163.37
2024-08-04,Sports_20240804,Sports,0.0
2024-08-04,Toys_20240804,Toys,20.53
2024-08-05,Beauty_20240805,Beauty,0.0
2024-08-05,Books_20240805,Books,10.14
2024-08-05,Electronics_20240805,Electronics,383.96
2024-08-05,Fashion_20240805,Fashion,49.63
2024-08-05,Grocery_20240805,Grocery,8.14
2024-08-05,Home_Kitchen_20240805,Home & Kitchen,20.32
2024-08-05,Sports_20240805,Sports,147.91
2024-08-05,Toys_20240805,Toys,48.9
2024-08-06,Beauty_20240806,Beauty,0.0
2024-08-06,Books_20240806,Books,33.21
2024-08-06,Electronics_20240806,Electronics,165.53
2024-08-06,Fashion_20240806,Fashion,160.38
2024-08-06,Grocery_20240806,Grocery,0.0
2024-08-06,Home_Kitchen_20240806,Home & Kitchen,0.0
2024-08-06,Sports_20240806,Sports,108.41
2024-08-06,Toys_20240806,Toys,82.95
2024-08-07,Beauty_20240807,Beauty,47.7
2024-08-07,Books_20240807,Books,23.87
2024-08-07,Electronics_20240807,Electronics,91.34
2024-08-07,Fashion_20240807,Fashion,2.96
2024-08-07,Grocery_20240807,Grocery,0.0
2024-08-07,Home_Kitchen_20240807,Home & Kitchen,0.0
2024-08-07,Sports_20240807,Sports,133.0
2024-08-07,Toys_20240807,Toys,0.0
2024-08-08,Beauty_20240808,Beauty,0.0
2024-08-08,Books_20240808,Books,0.0
2024-08-08,Electronics_20240808,Electronics,481.43
2024-08-08,Fashion_20240808,Fashion,14.87
2024-08-08,Grocery_20240808,Grocery,0.0
2024-08-08,Home_Kitchen_20240808,Home & Kitchen,169.56
2024-08-08,Sports_20240808,Sports,331.72
2024-08-08,Toys_20240808,Toys,23.23
2024-08-09,Beauty_20240809,Beauty,65.84
2024-08-09,Books_20240809,Books,27.54
2024-08-09,Electronics_20240809,Electronics,0.0
2024-08-09,Fashion_20240809,Fashion,0.0
2024-08-09,Grocery_20240809,Grocery,0.0
2024-08-09,Home_Kitchen_20240809,Home & Kitchen,682.78
2024-08-09,Sports_20240809,Sports,0.0
2024-08-09,Toys_20240809,Toys,23.83
2024-08-10,Beauty_20240810,Beauty,85.39
2024-08-10,Books_20240810,Books,36.0
2024-08-10,Electronics_20240810,Electronics,36.87
2024-08-10,Fashion_20240810,Fashion,45.24
2024-08-10,Grocery_20240810,Grocery,0.0
2024-08-10,Home_Kitchen_20240810,Home & Kitchen,113.79
2024-08-10,Sports_20240810,Sports,79.21
2024-08-10,Toys_20240810,Toys,97.34
2024-08-11,Beauty_20240811,Beauty,0.0
2024-08-11,Books_20240811,Books,31.49
2024-08-11,Electronics_20240811,Electronics,230.02
2024-08-11,Fashion_20240811,Fashion,7.59
2024-08-11,Grocery_20240811,Grocery,74.93
2024-08-11,Home_Kitchen_20240811,Home & Kitchen,127.08
2024-08-11,Sports_20240811,Sports,174.17
2024-08-11,Toys_20240811,Toys,20.12
2024-08-12,Beauty_20240812,Beauty,24.83
2024-08-12,Books_20240812,Books,29.36
2024-08-12,Electronics_20240812,Electronics,21.99
2024-08-12,Fashion_20240812,Fashion,108.77
2024-08-12,Grocery_20240812,Grocery,0.0
2024-08-12,Home_Kitchen_20240812,Home & Kitchen,86.46
2024-08-12,Sports_20240812,Sports,47.56
2024-08-12,Toys_20240812,Toys,19.38
2024-08-13,Beauty_20240813,Beauty,0.0
2024-08-13,Books_20240813,Books,0.0
2024-08-13,Electronics_20240813,Electronics,13.26
2024-08-13,Fashion_20240813,Fashion,75.25
2024-08-13,Grocery_20240813,Grocery,0.0
2024-08-13,Home_Kitchen_20240813,Home & Kitchen,55.71
2024-08-13,Sports_20240813,Sports,117.26
2024-08-13,Toys_20240813,Toys,0.0
2024-08-14,Beauty_20240814,Beauty,63.24
2024-08-14,Books_20240814,Books,6.89
2024-08-14,Electronics_20240814,Electronics,13.44
2024-08-14,Fashion_20240814,Fashion,270.71
2024-08-14,Grocery_20240814,Grocery,40.85
2024-08-14,Home_Kitchen_20240814,Home & Kitchen,0.0
2024-08-14,Sports_20240814,Sports,0.0
2024-08-14,Toys_20240814,Toys,32.05
2024-08-15,Beauty_20240815,Beauty,46.33
2024-08-15,Books_20240815,Books,81.08
2024-08-15,Electronics_20240815,Electronics,68.46
2024-08-15,Fashion_20240815,Fashion,217.91
2024-08-15,Grocery_20240815,Grocery,29.72
2024-08-15,Home_Kitchen_20240815,Home & Kitchen,77.67
2024-08-15,Sports_20240815,Sports,8.89
2024-08-15,Toys_20240815,Toys,27.83
2024-08-16,Beauty_20240816,Beauty,3.93
2024-08-16,Books_20240816,Books,0.0
2024-08-16,Electronics_20240816,Electronics,0.0
2024-08-16,Fashion_20240816,Fashion,0.0
2024-08-16,Grocery_20240816,Grocery,0.0
2024-08-16,Home_Kitchen_20240816,Home & Kitchen,0.0
2024-08-16,Sports_20240816,Sports,15.27
2024-08-16,Toys_20240816,Toys,56.2
2024-08-17,Beauty_20240817,Beauty,0.0
2024-08-17,Books_20240817,Books,0.0
2024-08-17,Electronics_20240817,Electronics,0.0
